path,category
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 6294299536785408.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 4718777086246912.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 6654630649921536.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 6320437634007040.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5243716579098624.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5161732766957568.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5729202502369280.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5568852716945408.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5086826255613952.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5145824208093184.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 6542218470883328.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 6018067104530432.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5188880181493760.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5906978312290304.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5908375250403328.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 4799134447960064.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 6220854522281984.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5540723902382080.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5667040501170176.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5190971159478272.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 4684890465370112.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5687120412803072.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 6441038168195072.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 6304783551954944.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/machine gun - 5731716400414720.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/gunshots - 5852826425098240.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 4917068344328192.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5383579638956032.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5970210968305664.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5160526015365120.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5209887940280320.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 6495586400337920.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5150783821578240.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5386913607319552.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 4964463979528192.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 6588702901927936.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5900563778633728.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5634101323235328.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5742504687173632.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5851993067225088.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 6530350402502656.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 6290900070170624.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 4749147471085568.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 4963109185781760.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 5982287208382464.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/typewriter (manual) - 4880171354030080.wav,Keyboard
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 6135719680540672.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 6584400821092352.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5565766782943232.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5342365132783616.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 6673196719800320.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 4916319409405952.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 6497980307734528.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5027957420589056.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5678358411083776.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5110252752076800.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5407261014884352.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5946771184287744.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5719848868904960.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5133510536855552.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5801503042306048.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5000252062957568.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 4753594909720576.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 4647746514452480.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 6005789806297088.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 6185922479521792.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/motorcycle - 5757489156980736.wav,MovingMotorVehicle
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 4973296848207872.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 6429538930130944.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5816235719655424.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5200184535416832.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5105803702829056.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 6232819630080000.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4912174765965312.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5224661688254464.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5690091590647808.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5756599696097280.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5134088612610048.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5468556640649216.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 6378093274988544.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 6495701290713088.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 4954702458388480.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 6126684411527168.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 6719472308060160.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4899853041664000.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 4567440423911424.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 6037160113209344.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5214435102687232.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5995358538694656.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 6378816305889280.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5757126366461952.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 6637698815098880.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5633205688336384.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4869308844867584.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 6709475771678720.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5008401494966272.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 6518793719250944.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5325508459888640.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4578676997881856.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5441873619451904.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 6121337982550016.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5753792934969344.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5779958949478400.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 6718735184297984.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 6029594259881984.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4812479985090560.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 4640929327611904.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5084993378320384.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4860075738923008.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5179973627281408.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5696381570252800.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5853275517616128.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 4522435474882560.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5084841443852288.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5040894398955520.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 4877727517638656.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5689128981102592.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 6146527294652416.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5647129569656832.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5193951464128512.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 5852375185096704.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5759867092467712.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 6218930913804288.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/train - 4890998429712384.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 5167211400396800.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/rain - 6442809842204672.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations/included/water draining - 5925100389924864.wav,Rain
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5270249679093760.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5663570972901376.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5970370418966528.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5178804725088256.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5452834912862208.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 4719309527973888.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 6721158351159296.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 6286870317105152.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5189621600223232.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/dog barking - 5676982813589504.wav,DogBark
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 5634208160546816.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 4680635494957056.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 4906822162972672.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 5385823759368192.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 5928604546367488.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 4933954545123328.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 5441936701784064.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 6284439365615616.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 4884460952616960.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 6226894856912896.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 4767266059059200.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/machine gun - 5677492304084992.wav,GunShot
VocalSketchDataSet-1.1.2/interactiveaudiolab-VocalSketchDataSet-6c9f381/vocal_imitations_set2/included/gunshots - 5767123439714304.wav,GunShot
